PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
6wC9n,2r3k1/1b2r1p1/p6p/1p3p2/3qp3/PP2N3/5PPP/RQ2R1K1 b - - 1 25,f5f4 e3f5 d4e5 f5e7,1532,370,100,7,fork,https://lichess.org/420qhsMd/black#50,
6wD8n,1r3knQ/1r3p2/4pBp1/1q1pP1P1/2nP2P1/2R5/7P/5BK1 b - - 3 38,b5b2 h8g7 f8e8 g7g8 e8d7 g8f7,1240,75,100,158,deflection,https://lichess.org/ByGIOkxF/black#76,
6wF2Y,r2qkbnr/pQ2pppp/8/3N1b2/4pB2/8/PP3PPP/n2K1BNR b kq - 1 10,d8d5 b7d5 a8d8 f1b5,1652,75,100,190,fork,https://lichess.org/9A3wlShD/black#20,Slav_Defense Slav_Defense_Exchange_Variation
6wOHL,2rr2k1/1p3ppp/p2b1n2/3N1q2/8/1P2P1QP/PB3PP1/2RR2K1 b - - 0 20,d6g3 d5e7 g8f8 e7f5,1248,75,100,1171,fork,https://lichess.org/OsnLT55i/black#40,
6wPKM,2krr3/pp1q1ppp/2Bbbn2/1Np5/P2p1P2/1PPQP1PP/4N3/R1B1K2R b KQ - 0 16,d7c6 b5a7 c8c7 a7c6,1011,86,100,66,fork,https://lichess.org/B9kk5D4M/black#32,Clemenz_Opening Clemenz_Opening_Other_variations
6wWOd,2kr1b2/1bq3p1/p3p3/4p2Q/NpB1p1p1/6P1/PPP1NP2/R5K1 b - - 1 21,c7c4 a4b6 c8b8 b6c4,805,77,100,261,fork,https://lichess.org/9tLzQllN/black#42,
6wYVd,r1bqk2r/pp1pbppp/8/8/3p4/2N5/PPP1QPPP/R1B1KB1R w KQkq - 0 11,c3d5 d8a5 c1d2 a5d5,1173,87,100,146,fork,https://lichess.org/SsEVgI60#21,
6xXW1,r2q2rk/pp3p1p/3b1p2/3P4/1p5Q/5P2/PB3P1P/R3R2K b - - 4 21,d6e5 e1e5 f6e5 b2e5,1740,80,100,127,kingsideAttack,https://lichess.org/mxVL5CLj/black#42,
6xb41,3r2k1/p1p1r1p1/2Qbq2p/5p2/PP2p3/2PPBN1P/5PP1/R4RK1 w - - 0 20,d3e4 d6h2 g1h2 e6c6,1629,275,100,7,discoveredAttack,https://lichess.org/hOW19NLk#39,
6xfYa,r3k2r/ppqnBppp/2p1p3/7Q/2B5/3P3P/PPPn1PP1/R4RK1 b kq - 2 15,e8e7 h5g5 d7f6 g5d2,1758,342,100,3,fork,https://lichess.org/6Fz5YUE0/black#30,
6xiw2,2r2r2/7k/2n1Rqp1/p1p2n1p/1pPp1B1P/3P1NP1/PP1Q1P2/R5K1 b - - 0 29,f6e6 f3g5 h7g8 g5e6,789,79,100,2522,fork,https://lichess.org/mVofj1ey/black#58,
6xwef,5rk1/1b2bp2/p1q1pp1p/1p4B1/3Q4/5P2/PPP3PP/R3R1K1 w - - 0 18,g5h6 e7c5 d4c5 c6c5,1115,75,100,171,pin,https://lichess.org/aJQtBzFM#35,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
6yCq5,r3k2r/ppp3p1/2nqB3/6p1/1b1p4/5N1P/PPP1QPP1/2KR3R w kq - 0 17,f3g5 d6f4 c1b1 f4g5,1606,485,100,1,fork,https://lichess.org/4RrQgeHA#33,
6yJPp,r4rk1/p5bp/n1q2pp1/3N4/4p3/P3BQ2/1PPR1PPP/4R1K1 b - - 0 21,e4f3 d5e7 g8h8 e7c6,880,81,100,58,fork,https://lichess.org/Yq2NYIPr/black#42,
6yKfh,r1br2k1/ppq2pb1/6p1/3np3/8/1N2BP2/PPPQ2P1/2KR1B1R b - - 1 17,d5e3 d2d8 c7d8 d1d8,1032,76,100,149,kingsideAttack,https://lichess.org/hInQYZPK/black#34,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
6yLYT,r1b1k2r/pp3ppp/8/3n4/3P3q/P2B1PP1/7P/R1BQK2R b KQkq - 0 14,h4d4 d3b5 e8f8 d1d4,1096,79,100,112,discoveredAttack,https://lichess.org/gM0QO4fn/black#28,Nimzo-Indian_Defense Nimzo-Indian_Defense_Samisch_Variation
6ySo5,r3r3/1p2kp1p/2pp2p1/p1n2P2/4P3/1bB3PP/1KBN4/4R2R w - - 0 24,d2b3 c5a4 b2a1 a4c3,1412,500,100,12,deflection,https://lichess.org/Qe34JJso#47,
6yWHU,3r2k1/b5p1/4r2p/4N3/4BB2/1bp2P1P/6P1/R6K b - - 1 35,d8d1 a1d1 b3d1 e4d5,1091,136,100,10,pin,https://lichess.org/LBsp3rvJ/black#70,
6yt93,r1bqk2r/pppp1ppp/5n2/8/1b1PP3/2NP4/PP3PPP/R1BQK2R b KQkq - 0 7,d7d6 d1a4 c7c6 a4b4,1578,328,100,8,fork,https://lichess.org/8HM1e8oT/black#14,
6ytr0,5rk1/5r2/4p1p1/3nR2p/2pP4/2P3P1/PP3q1P/3QRB1K w - - 0 30,e5e2 f2f1 e1f1 f7f1 d1f1 f8f1,1562,75,100,636,fork,https://lichess.org/l5CMeoLe#59,
6zFwf,rnbqkb1r/pppp1ppp/8/8/2B1np2/2N5/PPPP2PP/R1BQK1NR w KQkq - 0 5,c3e4 d7d5 c4d5 d8d5,1841,281,100,11,fork,https://lichess.org/ySApO9vw#9,
6zL7O,2kr2r1/Q4p1p/p2q1p1b/1p1P1b2/8/1B6/PP3PPP/R3R1K1 b - - 4 19,g8g2 g1g2 d8g8 g2h1,1871,225,100,3,defensiveMove,https://lichess.org/tY5JjsJP/black#38,
6zmJA,r1b3k1/p6p/1p1p4/3P2q1/3pBppR/3Pr3/PPP2QK1/7R b - - 1 24,e3g3 g2f1,1963,400,100,7,defensiveMove,https://lichess.org/lQkWHUQ4/black#48,
6zu7R,r1b1kbnr/ppq2pp1/4p2p/3pP3/1n1P4/1N3N2/PP3PPP/R1BQKB1R w KQkq - 1 9,c1d2 b4c2 d1c2 c7c2,1151,231,100,12,fork,https://lichess.org/KsrCblET#17,French_Defense French_Defense_Advance_Variation
6zxuX,r6k/pp2n1p1/2p1Qb1p/8/4PB2/3P4/PPnKNqPP/R6R w - - 0 20,a1f1 f2e2 d2e2 c2d4 e2d2 d4e6,1780,253,100,10,fork,https://lichess.org/cZ169en9#39,
700aF,r3k2r/5pbp/p1p3p1/3qPp2/5B2/1P1p1P2/P1P1Q2P/R3KB1R w KQkq - 0 21,c2d3 d5d4 a1c1 d4f4,1441,463,100,4,fork,https://lichess.org/nG6TEOXt#41,
70G60,5r1k/1pp4p/3p2p1/p3n1q1/P3Pb2/2P2P2/1P2Q1B1/R3RNK1 w - - 7 35,f1e3 f4e3 e2e3 e5f3 e3f3 f8f3,1512,253,100,4,fork pin,https://lichess.org/tmm1RoaS#69,
70LcZ,r4r2/ppp2qpk/2n5/3p4/8/5N2/PPP3PP/R1BQ3K b - - 6 19,c6e5 f3g5 h7h8 g5f7,1306,75,100,411,fork,https://lichess.org/x5mhX1cv/black#38,
70USB,r4bk1/1pp2p1q/3pR3/p2N2p1/2PP2Q1/PP4P1/1n4B1/5nK1 b - - 0 31,f7e6 d5f6 g8g7 f6h7,1517,74,100,303,fork,https://lichess.org/99NTS3zF/black#62,
70XUB,2q3k1/1p1n1pbp/6p1/p1pP4/P1Pr1B2/4Q2P/1P3P1K/R4R2 w - - 0 22,a1b1 d4f4 e3f4 g7e5 f4g3 e5g3,1387,74,100,486,pin,https://lichess.org/N7VRW3vk#43,
70bmh,r4rk1/pp3ppp/3ppn2/3p2PP/3n4/P1N2P2/1P3P2/R3KB1R w KQ - 0 15,g5f6 d4c2 e1d1 c2a1,958,77,100,278,fork,https://lichess.org/ZPwePnKM#29,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
70gth,r3k3/ppp2p1p/5Br1/3pP3/8/2P2N1b/P4P2/R4R1K w q - 1 18,f1d1 h3g2 h1h2 g2f3,1106,78,100,54,fork,https://lichess.org/1q3BEU2C#35,Ruy_Lopez Ruy_Lopez_Berlin_Defense
70lV4,r3kbnr/pp3ppp/3Pb3/1Q6/3pN3/6P1/PPPP3P/R1B1KB1q b Qkq - 2 11,e6d7 b5b7 a8c8 e4f6 g8f6 b7h1,1524,312,100,8,discoveredAttack,https://lichess.org/hPcC5pXB/black#22,
710Lo,3r2k1/5r1p/2p1pPp1/p1p2nP1/PpPq1P2/1P5P/5Q1K/3BRR2 w - - 3 40,e1e6 d4f2 f1f2 d8d1,1218,84,100,56,discoveredAttack,https://lichess.org/fGnLyeMR#79,
712zc,5rk1/1p4pp/p3pr2/Pn1p4/1P3N2/2qN2P1/5P1P/3QR1K1 b - - 6 28,f8e8 f4d5 c3d4 d5f6,1585,438,100,8,kingsideAttack,https://lichess.org/p74IP93p/black#56,
716UK,3k2nr/pQp2ppp/3b4/4N3/1P1B2P1/Pq2P2P/2b2P1K/7B b - - 2 23,f7f6 b7b8 d8e7 d4c5 f6e5 b8c7,2618,79,100,77,pin,https://lichess.org/r19vvPAZ/black#46,
71Ec5,r2q1rk1/pp1b1pb1/2p3p1/3p3p/2B4P/2B1N3/PPP3P1/2KRQ2R w - - 0 21,c4d3 d5d4 c3d4 g7d4,1564,391,100,7,fork,https://lichess.org/s6e3ug8r#41,
71FaL,rBbqk1nr/pp3ppp/4p3/2bp4/8/3Q4/PPP1PPPP/RN2KBNR b KQkq - 0 5,a8b8 d3b5 c8d7 b5c5,846,78,100,317,fork,https://lichess.org/nvnqJEe1/black#10,Horwitz_Defense Horwitz_Defense_Other_variations
71UGE,r3r3/pp2qk2/2p4p/4b1p1/4Q2P/6B1/PPP2P1P/2KR3R w - - 0 19,h4g5 e5b2 c1b2 e7e4,1454,75,100,462,discoveredAttack,https://lichess.org/dNl1f7JI#37,
71aVt,2k2r1r/1bpp4/1p2pN2/nP2P1b1/3P1N2/q2B2P1/P1Q4B/R4RK1 w - - 5 31,f4g6 g5e3 f1f2 e3f2 c2f2 a3d3,1319,84,100,68,kingsideAttack,https://lichess.org/3GqEI7zc#61,
71cch,4r3/1p3ppk/p1np2qp/3N4/3P4/PNP2PnP/1P1Q2PK/4R3 w - - 3 27,e1e8 g3f1 h2h1 f1d2,960,82,100,55,fork,https://lichess.org/ti3JFPGc#53,
71dz1,r2r2k1/1p3Bp1/p2p3p/3P2q1/5Nb1/Q7/PP3RPP/7K b - - 0 26,g8h8 f4g6 g5g6 f7g6,758,77,100,91,kingsideAttack,https://lichess.org/wbobGvjf/black#52,
71rzk,2r3k1/5rb1/2Bp2pp/1NpPpb2/8/Pq4P1/1P3PKP/R1Q1R3 w - - 3 27,b5d6 c8c6 d5c6 b3d5 g2g1 d5d6,1973,75,100,174,fork,https://lichess.org/WiwYj6p1#53,
7254d,r2qk1nr/pp1b1ppp/8/3p4/2BP4/P4NP1/1P3PP1/R2QK2R w KQkq - 0 13,c4d5 d8a5 e1f1 a5d5,1121,75,100,638,fork,https://lichess.org/gJHbIkwT#25,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
72QrC,2r3k1/pp2R1pp/5p2/3p4/2rP4/5P2/Pq3BPP/R2Q2K1 w - - 0 24,d1e1 c4c1 e1c1 c8c1 a1c1 b2c1,1011,76,100,1120,pin,https://lichess.org/5B23CfVN#47,
72f2v,r2q1rk1/pp1npp2/2pp2p1/6NB/7P/1P2P3/P1PP1P2/Q3K2R b K - 0 14,g6h5 h1g1 f7f6 g5e6 g8f7 e6d8,1475,75,100,419,discoveredAttack fork quietMove,https://lichess.org/ey8t0QQq/black#28,Zukertort_Opening Zukertort_Opening_Pirc_Invitation
72gOx,r4rk1/pp3pbp/2p1p3/3n2Q1/3P4/1P1qPNBP/P4PP1/R4RK1 w - - 2 19,g3e5 f7f6 g5g4 f6e5,1546,290,100,9,fork,https://lichess.org/HKZbfNPC#37,
72q4R,r1b1k2r/3n1pp1/p1pq1n1p/1p2pP2/4P3/2PB1NBP/PP4P1/3RQRK1 w kq - 0 19,d3b5 d6c5 g3f2 c5b5,1024,75,100,125,fork,https://lichess.org/kxtAwsQL#37,
72uyO,2r2rk1/3q1pbp/p4npB/1p2p3/3p2P1/P2P2NP/BPPQ4/2K4R b - - 0 20,c8c2 c1c2 g7h6 d2h6 d7c6 c2b1,1442,272,100,2,defensiveMove,https://lichess.org/aMsuTva7/black#40,
73Cod,r6r/pppb2k1/6p1/4q3/Nb2P3/1Pn1QP2/PB4PP/R4RK1 w - - 2 23,a4c3 b4c5 e3c5 e5c5,1518,77,100,205,pin,https://lichess.org/OEQAg4Rl#45,
744o2,5r1k/5q1p/p1p2np1/1p2P1Q1/8/P1bP3P/2P3P1/1R1K1R2 b - - 0 28,f7e6 f1f6 f8f6 g5f6 e6f6 e5f6,1658,105,100,20,kingsideAttack,https://lichess.org/3ksSY1fU/black#56,
74T8x,r3k2r/1pq3pp/p2b4/2p1p3/3n3Q/3P4/PP3PPP/R1B1R1K1 b kq - 0 18,d4c2 h4a4 b7b5 a4c2,1331,290,100,16,fork,https://lichess.org/S9i03AKP/black#36,
74bwr,2r3k1/p2r1bpp/3pq3/3Q4/2P2P2/P5P1/7P/R1BR2K1 w - - 3 27,c1b2 e6e3 g1f1 f7d5,1500,500,100,0,discoveredAttack,https://lichess.org/wvE7cnsB#53,
74hRk,6r1/p1rqkp1p/3p1p2/3Qp2N/4P3/P1NP1n2/1P3PP1/2R2K2 b - - 2 26,g8g2 f1g2 d7g4 h5g3,1500,500,100,4,defensiveMove,https://lichess.org/ystRKDK0/black#52,
74q7S,r4qk1/4b1p1/1n2p2p/p2p4/3P2R1/1PP3B1/P3Q1PP/6K1 b - - 0 29,b6d7 e2e6 f8f7 e6d7 e7g5 d7f7,1770,292,100,2,fork,https://lichess.org/mrKudxBP/black#58,
756Zi,r1bqk2r/ppp1bpp1/8/3pP2p/1nP1Q1n1/P4N1P/1P2PPP1/RNB1KB1R w KQkq d6 0 9,e5d6 g4f6 e4e7 d8e7 d6e7 b4c2 e1d1 c2a1,1953,253,100,17,fork,https://lichess.org/t6mSVL0J#17,
75A7D,6k1/5p2/3pr1p1/1r1Bp1Qp/3n2P1/7P/1q3P2/3RR1K1 w - - 3 30,d5e6 d4f3 g1g2 f3g5,1089,74,100,1104,fork,https://lichess.org/ZuJqKbNZ#59,
75I3a,r2q3r/pppk4/3Pp2p/7Q/3b3p/6PP/P4P2/2R2RK1 b - - 0 20,c7d6 h5f7 d8e7 c1c7 d7c7 f7e7,1125,74,100,154,deflection,https://lichess.org/8CKwUtOa/black#40,
75TIo,r5k1/p5pp/4p3/3nRRP1/5P2/2q2B1Q/P2r1P1P/6K1 b - - 0 27,e6f5 f3d5 d2d5 h3c3,1722,147,100,6,discoveredAttack fork,https://lichess.org/JNN6E62s/black#54,
75XAb,r1bq1rk1/ppp2ppp/3p4/4p3/3nP3/2NP1N1P/PPP1B1P1/R1BQ2K1 w - - 3 11,c1g5 d4f3 e2f3 d8g5,1143,75,100,365,kingsideAttack,https://lichess.org/mkUGYIP8#21,Vienna_Game Vienna_Game_Max_Lange_Defense
75i59,2r4r/pp2k1p1/4pn1p/2b1R3/2p2B1P/5P2/PPP3P1/2KR4 b - - 2 19,c8c6 e5c5 c6c5 f4d6 e7f7 d6c5,1610,500,100,0,fork,https://lichess.org/iHA5QePU/black#38,
75mpQ,6rk/1R1Q3p/3p1q2/2b1p1pb/2P1Pp2/5N1P/4BPP1/6K1 b - - 3 26,f6g6 f3g5 g6g7 d7g7,2151,81,100,71,kingsideAttack,https://lichess.org/e4KElJ1P/black#52,
75pnz,2b1qr1k/4n1p1/2p1pp1p/1pN5/1P1PPn2/5N1P/2B2PP1/Q2R2K1 w - - 3 27,a1c1 f4e2 g1h1 e2c1,852,77,100,909,fork,https://lichess.org/QlOz604X#53,
75wCK,4rrk1/1p4p1/p1p2q1p/3pn3/3B4/6PP/PP2QPK1/2R1R3 b - - 3 33,f6f3 e2f3 e5f3 e1e8,978,119,100,19,discoveredAttack,https://lichess.org/gRRLZqAZ/black#66,
75ylF,r3r1k1/ppp2pp1/3q2bp/1Q6/3P3P/2P2N2/P4PP1/R3R1K1 b - - 1 19,b7b6 e1e8 a8e8 b5e8,947,76,100,354,kingsideAttack,https://lichess.org/8yXqHCTi/black#38,
7625P,r1bq1rk1/ppp3b1/5n1p/3PN1pP/1PP3P1/3QP3/P1B5/R4RK1 b - - 0 20,f8e8 f1f6 d8f6 d3h7 g8f8 e5g6 f8f7 a1f1 f6f1 g1f1,2047,96,100,34,pin,https://lichess.org/H5tCW5Fn/black#40,
76667,r1bR1bk1/5p2/p1q3pp/1p5N/8/4Q2P/PPp3P1/5RK1 w - - 0 25,e3h6 c6b6 g1h1 b6d8,1526,119,100,57,fork,https://lichess.org/8SXrssf8#49,
767BB,3rk2r/4bpp1/2p4p/p2nP3/Pp1p4/1B1P3P/1PP1N1P1/R4RK1 w k - 1 19,e2d4 e7c5 g1h1 c5d4,1769,75,100,1016,pin,https://lichess.org/lTCOnliS#37,
76L37,r4rk1/3B1ppp/bp2p3/p3N3/Q2PP3/8/Pq3PPP/2RK3R w - - 4 18,a4c2 b2d4 c2d2 d4e5,1482,116,100,41,fork,https://lichess.org/BcbvGlYr#35,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation
76LOG,2k2q1r/1b1n4/pp2pPp1/3p2B1/N1pP4/6Q1/PPP3P1/5K2 b - - 0 26,d7f6 a4b6 c8d8 g3b8 d8e7 b8b7,1697,75,100,166,fork,https://lichess.org/MzCPytOJ/black#52,
76N67,r4rk1/6p1/pnNp3p/3Pp1q1/1PP2p2/7P/5PP1/R3QRK1 w - - 4 26,e1e2 f4f3 e2f3 f8f3,1050,75,100,157,pin,https://lichess.org/QELOVsAi#51,
76lCm,4r1k1/1ppr2pp/pb2q3/8/3PNp2/5P1P/PP2QBP1/4R2K b - - 4 34,e6a2 e4f6 g7f6 e2e8 g8g7 e8d7,1000,93,100,25,discoveredAttack fork,https://lichess.org/5z38X40J/black#68,
76lbK,1k2r3/pp5p/3p1b2/8/6Q1/3qBN2/PP4PP/4R1K1 w - - 9 26,g2g3 e8e3 g4g8 b8c7,1603,459,100,3,defensiveMove,https://lichess.org/zllN61dw#51,
76vAT,4r1k1/5ppp/p1Qb4/1p5q/3P4/2P1r1P1/PP1N3P/3RR1K1 w - - 1 24,e1e3 h5d1 d2f1 e8e3,1039,76,100,437,fork pin,https://lichess.org/tyxNz40w#47,
77bkE,5q1k/1Q1nN3/4pn1p/3p2p1/1p1PB3/rPb1P1BP/5PP1/5RK1 b - - 0 32,d5e4 e7g6 h8g8 g6f8,845,76,100,264,fork,https://lichess.org/KDnCqX4f/black#64,
77iHk,r4rk1/pppbbppp/8/4P3/6n1/2NB4/PPP2PPP/R1B2RK1 w - - 1 12,f2f4 e7c5 g1h1 g4f2 f1f2 c5f2,1605,441,100,3,kingsideAttack,https://lichess.org/aeha3vTA#23,
77qqj,3rr3/p5kp/4b1p1/2pN1p2/4n3/1B5P/PPP1RPP1/1K1R4 w - - 0 21,c2c4 e6d5 c4d5 e4c3 b2c3 e8e2,1496,76,100,1276,discoveredAttack,https://lichess.org/JP7kzDbM#41,
77r4T,r1bqk2r/pp1p1ppp/4pn2/2P3B1/1bPn4/1QN5/PP2PPPP/R3KBNR w KQkq - 1 7,b3b4 d4c2 e1d1 c2b4,1091,117,100,56,fork,https://lichess.org/OYMlzwL5#13,Nimzo-Indian_Defense Nimzo-Indian_Defense_Spielmann_Variation
77sSr,3r1r2/pp5k/2p1q2p/8/1PPnN1p1/P1QPN3/3K1P2/7R b - - 6 33,b7b6 e4g5 h7g8 g5e6,1033,80,100,261,pin,https://lichess.org/0H7YZ9NU/black#66,
77sn2,2r4r/1b2kp1n/p3p3/1p5N/7P/1P2RP2/1PP3P1/2KR4 b - - 0 24,b7d5 d1d5 h7f6 h5f6,1235,74,100,253,pin,https://lichess.org/SpQ3HrGm/black#48,
77v31,rnbq1rk1/p4pbp/4p1p1/1p1pP3/3P4/4BN1P/PPP1B1P1/R2QK2R w KQ - 0 14,e2b5 d8a5 d1d2 a5b5,968,76,100,99,fork,https://lichess.org/Ud1hVZJW#27,Czech_Defense Czech_Defense_Other_variations
77z7y,5r2/1p2r1k1/5qp1/p1pQ1Pnp/2Pp2PP/3Rp3/PPB3K1/5R2 b - - 0 36,h5g4 h4g5 f6g5 f5f6 g5f6 f1f6,1393,77,100,1509,fork,https://lichess.org/52SgB7uK/black#72,
789R3,rnbq2rk/ppp2p1p/4p3/4PpN1/3P3Q/2PB4/P1P3PP/R3K2R b KQ - 1 14,g8g7 g5f7 g7f7 h4d8,986,77,100,504,discoveredAttack kingsideAttack,https://lichess.org/bnN4Zsqh/black#28,French_Defense French_Defense_Other_variations
78Ka8,r2q1b1r/pb1n1Qpp/2k5/2pp4/8/2N1P3/PPP3PP/R1B2RK1 b - - 5 17,f8d6 f7d5 c6c7 c3b5 c7b6 d5d6,1435,76,100,398,deflection,https://lichess.org/QzvpNNMp/black#34,Queens_Pawn_Game Queens_Pawn_Game_Mason_Attack
78mOm,4r1k1/3bq1pp/8/3p3N/3N2P1/2QB4/3K4/R7 w - - 1 28,d2c2 e8c8 a1a8 c8a8,1416,437,100,5,pin,https://lichess.org/iDYYwtBP#55,
78nZf,r1b2r1k/2p2ppp/p7/1pp1PqBn/8/1BP2N1P/PP2QPP1/3R2K1 b - - 5 19,c5c4 b3c2 h5f4 e2e4 f5e4 c2e4 a8b8 g5f4,2403,82,100,97,capturingDefender,https://lichess.org/m0go8UMW/black#38,
78phk,2k5/1bp2p2/ppNp1pr1/P2P1q1p/4rP2/3Q2P1/1P3K1P/2R4R w - - 0 27,a5b6 e4f4 g3f4 f5d3,1393,83,100,62,discoveredAttack,https://lichess.org/RFjZCWiH#53,
79CWK,6rk/pp4q1/5r2/3pN3/5p2/2P2B1b/PPQ2PP1/4RRK1 w - - 4 26,c2g6 f6g6 e5g6 g7g6,1008,76,100,765,pin,https://lichess.org/x1tkCuvY#51,
79ZkB,r1bq1rk1/1p2b1pp/p3pp2/3pP2Q/3P4/2PB3P/PP4PB/R4RK1 b - - 1 17,g7g6 d3g6 h7g6 h5g6,1070,76,100,192,kingsideAttack,https://lichess.org/IKtrYyj7/black#34,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation
79c36,4r3/4qpk1/6n1/pp2pQp1/1P1r4/P6P/2B3PB/5RK1 b - - 0 37,a5b4 h2e5 e7e5 f5f7 g7h8 c2g6 e5e7 f7e8 e7e8 g6e8,1428,400,100,1,deflection discoveredAttack fork,https://lichess.org/GPaYqRpT/black#74,
79hMm,rn2k2r/ppp1bp1p/8/3q2p1/5pN1/3P4/PPP3PP/R1B1QRK1 b kq - 1 13,b8c6 g4f6 e8f8 f6d5,970,76,100,103,pin,https://lichess.org/5baaeQsI/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
7A2Kc,6rk/p5qp/3N4/8/4PpP1/Q5n1/PP4P1/2R2RK1 w - - 0 30,a3c3 g3e2 g1h2 e2c3,1019,76,100,563,fork,https://lichess.org/uizuMXS7#59,
7ACUR,r3r1k1/pp1q1pp1/2pb2n1/3p3p/3P3P/P2BRPB1/1PPQ1PK1/R7 b - - 0 21,g6f4 g3f4 d6f4 e3e8 a8e8 d2f4,950,76,100,196,discoveredAttack kingsideAttack,https://lichess.org/HO8ZM4aW/black#42,
7ACh3,r2qk2r/pp1bnpp1/3b3p/3p2B1/7Q/3B1N2/PP3PPP/R3R1K1 w kq - 2 16,e1e7 d6e7 a1e1 d7e6,1531,489,100,1,defensiveMove,https://lichess.org/VQDQL8wl#31,
7AFap,r1q2rk1/2pn1ppp/1p1p1n2/p2Np3/2PPP3/3N2P1/PP1Q1PKP/R4R2 b - - 1 14,e5d4 d5e7 g8h8 e7c8,1094,75,100,188,fork,https://lichess.org/95fRwCft/black#28,Queens_Indian_Defense Queens_Indian_Defense_Yates_Variation
7AH6n,r7/1p2kp2/p3bp1Q/2qp4/5Pr1/2PBP3/PP4PP/R4RK1 w - - 1 21,d3e2 c5e3 f1f2 g4g2 g1g2 a8g8,2075,77,100,66,fork pin,https://lichess.org/F8vMgl1G#41,
7AJn3,5rk1/1pQ2ppp/p6r/3P1R2/1PP1P1P1/5RKB/P7/4q3 w - - 3 32,f3f2 e1g1 f2g2 g1e3 f5f3 h6h3 g3h3 e3f3,1803,331,100,9,deflection,https://lichess.org/OCH2b7fl#63,
7AKA8,r2qkb1r/pp2pppp/1n1p4/5b2/1nPP4/2N1B3/PP2NPPP/R2QKB1R w KQkq - 4 9,a1c1 b4d3 d1d3 f5d3,1267,77,100,76,fork,https://lichess.org/1NxiJv50#17,Alekhine_Defense Alekhine_Defense_Two_Pawns_Attack
7AUBG,2k2r2/ppp5/4p3/6p1/3pPBQ1/3P2p1/PPP3qr/3RKR2 w - - 0 25,d1d2 g2f1 e1f1 f8f4 g4f4 g5f4,1762,254,100,8,fork,https://lichess.org/73WAzQOs#49,
7Acsl,r1r3k1/1p2b1pp/p3p3/4p3/2N1Pq2/3R1P2/PPP1Q1PP/3R2K1 w - - 3 22,c4b6 e7c5 g1h1 c5b6,1067,75,100,707,fork,https://lichess.org/ZmdEk9Tl#43,
7AjHu,r4rk1/bp3p1p/p1n2qbQ/3B1pN1/4p3/1NP4P/PP3PP1/3R1RK1 b - - 0 22,a8d8 g5h7 f6g7 h6g7,1968,112,100,26,fork,https://lichess.org/gd1BnnRf/black#44,
7BBec,r2q1rk1/1p3ppp/p1n2b2/8/4B3/3QBN2/bPP2PPP/1K1R3R w - - 0 17,b1a2 c6b4 a2b1 b4d3,961,76,100,729,fork,https://lichess.org/0nrwQ8Th#33,Sicilian_Defense Sicilian_Defense_Modern_Variations
7BHWI,r1br2k1/pp3ppp/4pn2/q1b1B3/7P/2P2NN1/PP2BPP1/R4QK1 b - - 0 18,f6g4 b2b4 a5a3 b4c5 g4e5 f3e5,1492,458,100,5,fork,https://lichess.org/vYkOgHfJ/black#36,
7BMvX,r1br2k1/pp2nppp/1q2p3/3pP3/1b6/2N2N2/P2Q1PPP/1RB1KB1R w K - 4 12,a2a3 b4c3 d2c3 b6b1,1243,76,100,149,capturingDefender discoveredAttack pin,https://lichess.org/FXOLfNJH#23,French_Defense French_Defense_Advance_Variation
7BT53,rnb1r1k1/1pqp2bp/4p1p1/p1P1n3/2P1Pp2/2N1BN1P/PP2BPP1/R2Q1RK1 w - - 0 15,e3f4 e5f3 e2f3 c7f4,826,77,100,157,discoveredAttack kingsideAttack,https://lichess.org/CiwBkDS0#29,English_Opening English_Opening_Anglo-Indian_Defense
7BWA8,2r2r1k/pp4bp/5qp1/1Q2p3/3nP3/2P4P/P1B2PP1/R1B2RK1 w - - 1 23,b5d3 c8c3 d3c3 d4e2 g1h2 e2c3,1762,129,100,11,fork,https://lichess.org/c3UDHKKY#45,
7BWo4,r1b4r/1p6/p1p2bk1/4q1Np/2Q4P/4B3/PPn2PP1/R5KR b - - 0 23,c2a1 c4f7 g6f5 h1h3 e5d5 h3f3,2013,103,100,36,pin quietMove,https://lichess.org/aZiByRaJ/black#46,
7BjJB,6kn/5pb1/p2p3p/1p1Pp1p1/4P3/1q1R1BPP/2r3PK/1N3Q2 b - - 1 36,b3c4 b1a3 c2c1 a3c4,1777,206,100,8,fork,https://lichess.org/e9D0gOJ6/black#72,
7Bqm8,2k4r/q4p2/1r2pN2/1p2P2P/P1PQ4/8/8/2K2R1R w - - 1 36,c4b5 b6c6 b5c6 a7d4,1500,500,100,0,discoveredAttack,https://lichess.org/pLPeXiR7#71,
