PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
022JP,1r3b2/8/4R3/2p3pp/3k1p2/P1N5/2K2PPP/8 b - - 1 43,f8g7 e6e4,1222,75,100,755,endgame mate,https://lichess.org/Rs2i5ae2/black#86,
0240A,3b4/3P1k2/2pB4/1p1b2p1/2pK2B1/2P5/P4P2/8 w - - 2 47,d4e5 d8f6 e5f5 d5e6 f5e4 e6g4,1246,97,100,82,deflection endgame,https://lichess.org/nkan6wAb#93,
024uA,3r2k1/p2r1pb1/1pQp1q1p/4p1p1/1PP5/5NB1/P4PPP/R2R2K1 w - - 4 22,f3e5 d6e5 d1d7 f6c6 d7d8 g8h7,1457,458,100,8,capturingDefender defensiveMove discoveredAttack,https://lichess.org/iAok7RN9#43,
026tr,4r1k1/pp1n1b1p/2pB1rp1/q2nNp2/2pP3Q/8/PPB2PPP/R2KR3 w - - 10 20,e5f7 e8e1,909,78,100,196,mate,https://lichess.org/RaRjP7fR#39,
027cG,7r/5p2/3kp1p1/p2pR1P1/K2P1P1r/2P5/1P3R2/8 w - - 1 50,a4a5 h4h1 a5a4 h8b8 b2b4 h1b1 f2b2 b1b2,2515,90,100,71,endgame quietMove,https://lichess.org/erT3eyg5#99,
0297d,8/p3R2p/1p3pk1/6p1/3r1nPq/1BQ4P/PP3P1K/8 w - - 2 34,c3d4 h4h3 h2g1 h3g2,1214,77,100,114,endgame mate,https://lichess.org/iMgK2mai#67,
029AH,5r1k/6rn/2Qp3p/5b2/4p1B1/P7/5qPP/R3R1NK w - - 2 38,g4f5 f2g2,1216,257,100,11,mate,https://lichess.org/6IDBZKGw#75,
029Eo,r1b1k2r/pp1p1ppp/1qn1pB2/8/4P3/5N2/PPPN1bPP/R2QKB1R w KQkq - 0 9,e1e2 b6e3,779,78,100,259,mate,https://lichess.org/zzprANol#17,Torre_Attack Torre_Attack_Classical_Defense
02BlD,r7/PR2n3/2n1pk2/2Pp2p1/1r1P4/3NP3/5P2/R5K1 w - - 1 39,b7e7 f6e7 d3b4 c6b4,1863,197,100,10,endgame,https://lichess.org/PWjWxtmH#77,
02CAR,6k1/5ppp/p3p3/2r1N3/2P2P2/7P/PR4P1/1b4K1 b - - 1 26,f7f6 b2b8 c5c8 b8c8,964,95,100,44,endgame fork mate,https://lichess.org/NHYmYGF3/black#52,
02Cjp,3r2k1/pp3pp1/8/8/4bqnR/PB6/2P3PP/5Q1K w - - 0 31,f1f4 d8d1 f4f1 d1f1,868,139,100,22,endgame mate,https://lichess.org/GVfHjfG8#61,
02EcU,8/pb3R1p/1p4r1/4B1pk/4p3/1P2P1PP/P2r4/6K1 b - - 2 31,b7a6 f7h7 g6h6 g3g4 h5g6 h7g7,1355,77,100,1596,endgame mate,https://lichess.org/Nshcovak/black#62,
02FVj,2kr2r1/p4p2/1p5p/2p1Pp1P/2Pp1P1Q/3P1q2/PP6/1K1R2R1 w - - 1 28,g1g8 f3d1,952,78,100,411,endgame mate,https://lichess.org/yZ0UaDec#55,
02Fby,4r1k1/5ppp/8/p7/3Bb3/2P5/P3rPPP/RR3K2 w - - 3 26,b1e1 e4g2 f1g2 e2e1 a1e1 e8e1,1780,74,100,189,deflection endgame,https://lichess.org/zQIymUBF#51,
02FvD,3R4/5Qkp/4p1p1/4q3/pr4PP/2P5/5P2/K2R4 b - - 0 31,g7f7 d1d7 f7f6 d8f8,1285,75,100,460,endgame mate,https://lichess.org/fW29rasF/black#62,
02GOf,8/8/5kp1/1p3p2/p1p2P1p/P1P1KP1P/1P6/8 b - - 4 46,g6g5 f4g5 f6g5 f3f4 g5g6 e3d4,1261,77,100,704,endgame,https://lichess.org/JycqgNS9/black#92,
02Gk6,r4rk1/p1p2ppp/1b6/3N4/3n2Q1/2q4P/P5P1/3R1R1K b - - 1 24,c3c6 d5e7 g8h8 e7c6,1139,76,100,120,fork,https://lichess.org/cwUiT84t/black#48,
02HAo,Q6B/2r1kp2/2Pp4/p6p/P3n1pq/8/1P3PPP/R5K1 w - - 5 28,a1e1 h4f2 g1h1 f2e1,743,78,100,180,endgame fork mate,https://lichess.org/xC5barOi#55,
02HG7,5rr1/pk2q2p/2p1p3/4Qn2/1P6/8/P4PPP/2R2RK1 b - - 0 30,g8g2 g1g2 f5h4 g2h1,1407,75,100,1627,defensiveMove,https://lichess.org/wUcmJlwa/black#60,
02KAh,r1bq1k1r/pppp2p1/2n2n1p/2b3BB/4P3/1Qp2N2/P4PPP/RN3RK1 b - - 1 11,h6g5 b3f7,762,78,100,315,mate,https://lichess.org/vlpnvsac/black#22,Italian_Game Italian_Game_Evans_Gambit
02KC6,6rk/1p4p1/p4pQ1/8/P4q2/2P3RP/6PK/8 b - - 2 41,g8d8 g6g7,810,84,100,47,endgame mate,https://lichess.org/N81XMeIK/black#82,
02LIr,1k6/1p6/6p1/2q1P2p/4Q1n1/1P4P1/P1P4P/4R1K1 w - - 5 36,g1g2 c5f2 g2h3 f2h2,985,75,100,208,endgame mate,https://lichess.org/p5BZFLc9#71,
02Mh7,1r1q1rk1/2p5/3pNnpP/4p3/p3P3/Pb1PP3/1P4Q1/2KR3R b - - 1 25,b3e6 g2g6 g8h8 g6g7,816,76,100,221,kingsideAttack mate,https://lichess.org/FR8FFRv1/black#50,
02O2z,4r1k1/5ppp/2N5/1p1B4/4N1Pn/P7/2P1rP1P/2R3K1 w - - 1 28,e4g5 e2e1 c1e1 e8e1,854,77,100,86,mate,https://lichess.org/4ORg5Qtc#55,
02OEe,r5k1/3p1p1r/3PpBp1/p3P3/Pp1nqb2/1B4N1/1PP2PKP/3R1R2 w - - 0 31,g3e4 h7h2 g2g1 d4f3,890,84,100,47,mate,https://lichess.org/FZ4mjwDw#61,
02Q6Q,5k1R/bP6/3q2p1/1Q1p1p2/4p3/7P/6P1/r4N1K b - - 2 39,f8g7 b5b2 d6f6 b7b8q a7b8 b2b8,2756,88,100,129,deflection endgame fork,https://lichess.org/CwteutNM/black#78,
02QrB,2r3k1/p5p1/6p1/b2r1p2/P4P2/1R1BP3/4K3/1R6 b - - 1 36,c8d8 d3c4 g8f8 c4d5,1095,77,100,70,endgame pin,https://lichess.org/wKkkFpB5/black#72,
02Qrx,8/2R3P1/5k1K/8/1r6/8/8/8 w - - 0 55,g7g8q b4h4,452,88,100,381,endgame mate,https://lichess.org/BnEBDRWb#109,
02RFx,4rr1k/1p4pp/p7/8/6Q1/1Bb5/PP3PPP/6K1 w - - 0 26,h2h4 e8e1 g1h2 c3e5,878,78,100,414,endgame,https://lichess.org/E52r65nO#51,
02Rqq,5rk1/2R5/p2r3p/3p1bp1/3P4/1P3P2/P5PP/4R1K1 b - - 0 25,f8c8 c7c8 f5c8 e1e8 g8g7 e8c8,1014,77,100,90,endgame fork,https://lichess.org/s6KXDjky/black#50,
02SYj,2r2rk1/1b2bppp/pNq1pn2/1pp5/2PP4/4P3/PB2BPPP/2RQ1RK1 w - - 2 18,b6c8 c6g2,770,79,100,80,kingsideAttack mate,https://lichess.org/gSNu1l87#35,English_Opening English_Opening_Anglo-Indian_Defense
02U6g,8/1p1b3k/p3p3/3pP1Bp/1P1n2r1/P7/3R2BK/6R1 w - - 0 33,g2h3 d4f3 h2h1 g4g1,1220,76,100,180,fork mate,https://lichess.org/PojDFGyw#65,
02Uju,8/1pp2pk1/p4Np1/4P1K1/1Pr5/r1P4R/8/8 b - - 5 41,a3c3 h3h7 g7f8 h7h8 f8e7 h8e8,1853,98,100,40,endgame mate,https://lichess.org/gTC1F0td/black#82,
02Vx1,r2r1bk1/1b5p/pq3Pp1/1p2N1P1/4P2Q/1PPp3P/6K1/R4R2 b - - 0 30,b6e3 f6f7 g8h8 e5g6 h8g7 h4h6,1298,75,100,232,kingsideAttack mate pin,https://lichess.org/ffGvaEfd/black#60,
02Wf7,r2qkb2/pp1bpp1p/3p4/3Qp3/2B5/2N5/PPP2PrP/2KR3R b q - 1 12,g2g8 d5f7,1182,285,100,10,mate,https://lichess.org/Y5KH8zPZ/black#24,Sicilian_Defense Sicilian_Defense_Richter-Rauzer_Variation
02XvM,rn3rk1/pbp2ppp/1p2p3/3qNnB1/3P4/2PB4/P1P1QPPP/R4RK1 w - - 1 13,g5f4 d5g2,1223,169,100,11,kingsideAttack mate,https://lichess.org/3qENz9pp#25,Owen_Defense Owen_Defense_Other_variations
02XyH,r2q1rk1/pp2bppp/2b1pn2/4N3/3PN3/3B4/PP3PPP/R2QR1K1 b - - 3 13,d8d4 e4f6 e7f6 d3h7 g8h7 d1d4,1341,81,100,124,discoveredAttack kingsideAttack,https://lichess.org/CyCNqXWq/black#26,French_Defense French_Defense_Tarrasch_Variation
02Z4F,6Q1/p7/8/1p6/1P3P2/P2kqK2/8/8 w - - 1 58,f3g4 e3g1 g4f5 g1g8,1012,77,100,85,endgame,https://lichess.org/xu5pvuXh#115,
02ZRF,r7/pp6/4N3/3p1p2/B5n1/2QP2k1/PPP2q2/R1K1q3 w - - 0 35,c3e1 f2e1,620,93,100,38,mate,https://lichess.org/aHC0sWm2#69,
02ahl,2k5/ppp2Bpp/8/8/5b2/1KP5/PP3r1P/3R4 b - - 0 22,f2h2 f7e6 c8b8 d1d8,1090,117,100,35,endgame mate,https://lichess.org/MbzNK0p0/black#44,
02awE,2r2rk1/pp3p1p/q2p2pP/6P1/2R5/2Q1P3/4KP2/3R1B2 b - - 0 29,c8c4 c3g7,1020,76,100,934,endgame mate,https://lichess.org/SufauvwE/black#58,
02bLQ,4r3/pp4pp/3B1n2/5k2/2Q3P1/P7/1P1K3P/n3r3 b - - 0 27,f6g4 c4f4 f5g6 f4g4,1582,500,100,0,deflection endgame,https://lichess.org/zxLwsqNJ/black#54,
02ejp,8/8/1kN3R1/6Bp/b3pp1P/2K2P2/6r1/8 b - - 0 37,a4c6 g5d8 b6b7 g6g2,1100,76,100,1008,discoveredAttack endgame,https://lichess.org/w87g8I5t/black#74,
02jRz,8/5k2/2pn3P/4B3/4p3/7K/8/8 b - - 2 56,d6c4 h6h7 c4e5 h7h8q,798,100,100,34,endgame,https://lichess.org/I4hQ73VI/black#112,
02k1g,6k1/2R4p/6p1/5p2/4nP2/4NK2/r5PP/8 w - - 3 40,g2g4 a2f2,1009,76,100,940,endgame mate,https://lichess.org/Xu91Bs2y#79,
02k8t,4r1k1/5pp1/p4b1p/1pBQq3/1P6/P7/5PPP/3R2K1 w - - 0 24,d5d7 e5e1 d1e1 e8e1,550,83,100,143,endgame mate,https://lichess.org/fAUXyP2G#47,
02m66,3r2k1/p1p2ppp/1p6/5Q2/7q/4P2P/PP1r2P1/4RRK1 b - - 0 27,h4g3 f5f7 g8h8 f7f8 d8f8 f1f8,995,150,100,13,endgame mate,https://lichess.org/tPzCU1aO/black#54,
02mjl,8/1r3pk1/1r2p1pp/8/2p1P3/2N2P2/Pn1R2PP/1R4K1 w - - 2 31,b1b2 b6b2 d2b2 b7b2,1500,500,100,0,endgame,https://lichess.org/BfjYUoom#61,
02nLE,r3k2r/1bp2ppp/p3pn2/1p1qN3/3P4/3QP3/PPB2PPP/R4RK1 w kq - 0 15,a1c1 d5g2,768,87,100,40,kingsideAttack mate,https://lichess.org/xatzilCF#29,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
02q6M,8/5pk1/1R4p1/8/5KPP/8/1P6/5r2 w - - 1 39,f4g5 f7f6 b6f6 f1f6,939,90,100,35,endgame,https://lichess.org/NBQVSeZf#77,
02qEw,5r2/4k3/2b1p3/1p1pK3/pP1P1pp1/P1P3P1/4B2P/2R5 w - - 0 65,g3f4 f8f5,992,78,100,227,endgame mate,https://lichess.org/9svQMiom#129,
02qfr,8/4Rpk1/Rp1p1rp1/2p3r1/P1P5/3P4/2P4P/6K1 w - - 1 29,g1h1 f6f1,638,89,100,110,endgame mate,https://lichess.org/Iv35M7Rc#57,
02qhV,3r2k1/Rb2qppp/1pB1p3/2n1P3/2P5/1P4P1/1B3P1P/3Q2K1 w - - 1 24,d1f3 b7c6 f3c6 e7a7,1626,76,100,135,discoveredAttack,https://lichess.org/RygfnAGh#47,
02sGZ,2k5/ppp4R/4K2p/4P1rp/4n3/7P/P1P5/8 b - - 8 38,g5g3 h7h8 g3g8 h8g8,496,87,100,121,endgame mate,https://lichess.org/RrBhL2O3/black#76,
02t6a,r1b1kb1r/p2n1p2/q1N1P2p/8/Npp1n2P/6B1/PP3PP1/R2QKB1R b KQkq - 0 16,f7e6 d1h5,916,86,100,51,mate,https://lichess.org/6KjQu66w/black#32,Semi-Slav_Defense Semi-Slav_Defense_Anti-Moscow_Gambit
02tIz,4r1k1/p7/1p2r2p/3Q2p1/8/2P1q2P/P3K1P1/2R2R2 w - - 0 30,e2d1 e3e2,1009,86,100,53,endgame mate,https://lichess.org/sitL6Sfm#59,
02tO7,1r1k1bnr/1bppq2p/p4p2/1p4BQ/3p4/1B6/PPPN1PPP/R3R1K1 b - - 5 15,e7g7 h5e8,961,78,100,138,mate,https://lichess.org/xpIgLqma/black#30,Ruy_Lopez Ruy_Lopez_Morphy_Defense
02tXM,rnbq1rkb/ppp1pp1n/7P/3p2p1/3P4/2PBPN2/PP3PP1/RN1QK2R b KQ - 4 11,f7f6 d3h7,977,81,100,253,kingsideAttack,https://lichess.org/WyNuC84y/black#22,
02ujN,8/pp2p2k/2n2bN1/8/4p1bP/3r4/5PP1/1RB2K1R w - - 3 24,g6f4 d3d1,853,80,100,71,mate,https://lichess.org/4hrqMMJl#47,
02yr2,7r/5pk1/p5p1/1p6/5NQ1/3R1P2/7q/5K2 b - - 8 39,h2c2 f4e6 f7e6 d3d7 g7f6 g4d4,1976,102,100,21,endgame,https://lichess.org/t6fVP62Q/black#78,
02zan,5rk1/8/5p1Q/4p1p1/3q1n2/1P1p2RP/5P1K/R7 w - - 2 35,g3g5 f6g5 h6g5 g8f7 g5f5 f7e7 f5h7 f8f7,1985,222,100,3,endgame,https://lichess.org/KrIGW2dk#69,
030I0,5r2/4r1k1/3p1pbp/1Pp5/2P5/P2PqR1B/4P2p/1R2QK2 w - - 0 32,h3g2 e3g1,1557,76,100,487,mate,https://lichess.org/vFq7i8gS#63,
030fP,3kq1Q1/1p6/p2p4/3N4/6b1/8/PP5P/6K1 w - - 5 31,g8g4 e8e1 g1g2 e1d2 g2g3 d2d5,1420,165,100,17,endgame fork,https://lichess.org/a7xA5veb#61,
030o8,5r1k/6p1/p1R5/1p4PP/6R1/P7/5rK1/8 w - - 0 39,g2g3 f8f3 g3h4 f2h2,1017,75,100,133,endgame mate,https://lichess.org/JwSBkIUT#77,
030wp,5r1k/p4Bbp/3q2p1/8/2Q1p1P1/5n2/2PB1P1P/3QK2R w K - 2 31,e1f1 f3d2 f1g2 d2c4,1024,77,100,790,fork,https://lichess.org/OWfwMM1O#61,
032KQ,2q1r1k1/2P3p1/3Q1p2/1P6/8/7P/6PK/8 b - - 0 44,e8e6 d6d8 e6e8 d8c8 e8c8 b5b6,1480,74,100,560,endgame,https://lichess.org/ZNFE2oBN/black#88,
032NX,7k/1ppq1p2/3p1n1p/p2Pp2b/P1P1P2P/3Qb3/1BB3PK/R7 w - - 0 33,d3e3 f6g4 h2g1 g4e3,835,77,100,85,fork,https://lichess.org/zEQE9ZY2#65,
033W8,2kr1bnr/ppp2ppp/3qb3/8/1n6/P1Q2N2/1PP1PPPP/RNB1KB1R w KQ - 3 9,a3b4 d6d1,541,83,100,95,mate,https://lichess.org/4yuUP4Gj#17,Englund_Gambit Englund_Gambit_Stockholm_Variation
035Fr,rnb2rk1/p1p2pP1/3qpb1p/8/3PQ3/3B1N2/PpP2PP1/1K1R3R b - - 1 16,f6g7 e4h7,805,102,100,34,mate,https://lichess.org/dhvbS6iX/black#32,French_Defense French_Defense_Chigorin_Variation
035m4,4r3/5k2/6R1/5PP1/8/r4K2/4p3/4R3 w - - 0 37,f3g4 e8e4 g4h5 a3h3,1232,75,100,545,endgame mate,https://lichess.org/0FjErbWl#73,
035y8,8/8/4b1k1/3pPpq1/1p1P3p/2rQP1pP/6P1/1B3RK1 w - - 2 41,d3d2 g5e3 d2e3 c3e3,810,76,100,316,endgame,https://lichess.org/dqkDlyrg#81,
036j9,2kr3r/pb1qppb1/npp3p1/4P1Np/2PP4/4B3/PP1Q2PP/1K1R1B1R w - - 5 15,g5f7 d7f5 f1d3 f5f7,977,79,100,173,fork,https://lichess.org/ZQF46aE2#29,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation
037iS,r1bqrnk1/ppbn2pB/2p1pp2/3pN2Q/2PP1P2/2N1P1B1/PP4PP/R4RK1 b - - 0 13,f8h7 h5f7 g8h8 e5g6,1042,77,100,647,kingsideAttack mate,https://lichess.org/Wq8ClGIK/black#26,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
038tw,4r1k1/5r1p/p2qN1pQ/2p1nP2/2Pp4/4p2P/PP4P1/4RRK1 b - - 3 31,e5d3 f5g6 d6e6 g6f7 e6f7 f1f7,1477,205,100,10,fork,https://lichess.org/jMO2A4ur/black#62,
039zu,4R3/5k2/1p3N2/3pPp2/1P1P1r2/2P1n3/7P/7K w - - 3 49,e8b8 f4f1,955,172,100,17,endgame mate,https://lichess.org/kVVUG6be#97,
03A3f,2kr3r/ppp2p2/2pbb2p/6p1/3N1q2/2NP3P/PPP1QPP1/R4RK1 w - - 2 15,d4e6 f4h2,1146,116,100,27,mate,https://lichess.org/CL4Zv5lf#29,Ruy_Lopez Ruy_Lopez_Berlin_Defense
03AhR,8/8/3R4/2k4P/8/5PK1/2p3P1/8 w - - 1 59,d6c6 c5c6 h5h6 c2c1q,1006,79,100,59,endgame,https://lichess.org/6QgWLGoM#117,
03BlZ,3r1r2/2p2pk1/p1p4p/8/3b4/2N4P/PP3PP1/R2R2K1 w - - 0 20,d1d3 d4f2 g1f2 d8d3,701,81,100,203,discoveredAttack endgame,https://lichess.org/uYedq6Vm#39,
03CF0,r2qr1k1/p1p1bpBp/2pp1n2/5b2/4P2P/6Q1/PPP2PP1/RN2K2R b KQ - 1 12,f5g4 g7f6 e7f6 g3g4,1516,466,100,1,capturingDefender kingsideAttack pin,https://lichess.org/dAKdfRR3/black#24,
03CME,8/2q5/k7/1p3KP1/8/1Q6/8/8 b - - 2 73,c7d7 b3e6 d7e6 f5e6 b5b4 g5g6 b4b3 g6g7 b3b2 g7g8q,1102,80,100,95,endgame,https://lichess.org/Lsap0TcS/black#146,
03Cow,3r1rk1/ppp2ppp/1b6/8/4P1R1/2Pq3P/P5P1/R1Q1B2K b - - 1 23,h7h5 g4g7 g8g7 c1g5,1475,270,100,3,kingsideAttack,https://lichess.org/zsh50GkI/black#46,
03DTp,8/2B2pk1/5q1p/1p1r2p1/pQ6/P6P/5PP1/6K1 b - - 1 39,f6d4 b4d4 d5d4 c7e5 g7g6 e5d4,1294,78,100,117,endgame fork,https://lichess.org/VNoLoyDr/black#78,
03Dim,rn3rk1/pp2qpp1/7p/8/2pP1bb1/2PQ1NN1/PP2P1PP/1K1R1B1R w - - 0 15,d3e4 e7e4 g3e4 g4f5,1501,75,100,153,pin,https://lichess.org/cAaLaQAt#29,Bird_Opening Bird_Opening_Froms_Gambit
03F8X,2R5/5pkp/1p5q/p5p1/8/Q4B2/PP3PPK/4r3 w - - 1 35,h2g3 h6h4,917,78,100,159,endgame,https://lichess.org/vfwNg8Dh#69,
03FL5,5r2/p1q2p1k/5Q1p/3p1N2/8/1P5P/P4KP1/4r3 b - - 1 33,c7e5 f6h6 h7g8 h6g5,1524,470,100,3,endgame fork,https://lichess.org/ifsXHnPY/black#66,
03I4i,r1bqkr2/4npQN/1pn1p1p1/p1p5/4P3/P1PP4/B1P2PPP/R3K2R b KQq - 6 17,f8g8 h7f6,1075,75,100,203,mate,https://lichess.org/wczJp7BS/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
03JmU,r3k1nr/1bq2ppp/p2bp3/1B2R3/5B2/P1N5/1P3PPP/R2Q2K1 b kq - 0 14,a6b5 c3b5 d6e5 b5c7 e5c7 f4c7,1532,75,100,261,fork,https://lichess.org/INAIGD4C/black#28,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
03KL2,3Q1nk1/5p2/3Bp2p/2Pp2p1/P2P4/2N1P1qn/6P1/1R4K1 w - - 0 32,g1f1 g3f2,794,79,100,76,mate,https://lichess.org/xatjbxTb#63,
03Nb5,r1b2rk1/ppp2ppp/8/2bP4/7q/1B1Q4/PPP3PP/RNB1R2K w - - 1 15,b1c3 h4e1 d3f1 e1f1,796,77,100,276,kingsideAttack mate,https://lichess.org/7tGYurhD#29,Scotch_Game Scotch_Game_Scotch_Gambit
03NwY,8/8/7p/5p2/4k2p/r5P1/p4PK1/4R3 b - - 1 47,e4d3 e1e3 d3c2 e3a3,926,99,100,29,endgame,https://lichess.org/Zm30N2iD/black#94,
03ONM,8/6pk/7p/2p1B3/2B2P2/5K2/7P/3r4 w - - 4 35,c4b3 d1d3 f3e4 d3b3,1046,76,100,78,endgame fork,https://lichess.org/IraW06Xs#69,
03P4P,4r1k1/p1p3p1/1p3pP1/8/4Q3/4P3/P6P/3R2K1 b - - 0 38,e8e4 d1d8 e4e8 d8e8,529,89,100,57,endgame mate,https://lichess.org/WWPmQ5AL/black#76,
03PtH,K7/8/P1Q5/3nk3/8/1r6/8/8 w - - 5 68,c6c4 d5b6 a8b7 b6c4,1210,133,100,19,discoveredAttack endgame fork,https://lichess.org/tf5rmdro#135,
03QVV,2r3k1/p2p1ppp/b3p3/3pP3/8/1P4R1/q4PPP/Q5K1 w - - 0 22,a1a2 c8c1,413,91,100,359,endgame mate,https://lichess.org/1t3P94Gx#43,
03RRS,5rk1/p4ppp/2N2n2/2p5/3q1P2/1P1B1Q1P/2P3P1/7K b - - 1 24,d4c3 d3h7 g8h7 f3c3,1535,75,100,322,discoveredAttack endgame,https://lichess.org/kU6ZFVqM/black#48,
03RXa,2kr3r/Qpp2p2/p1p5/q2b3p/8/B2P3P/1PP5/2K1R2R b - - 5 22,d5h1 a7a8 c8d7 e1e7,1251,75,100,821,mate,https://lichess.org/WAsjuy6H/black#44,
03T6z,6r1/ppn1rk1p/2p2pPP/3p4/3P1B2/P3PP2/1P3KR1/7R b - - 0 31,g8g6 g2g6 f7g6 h1g1,1337,100,100,36,endgame,https://lichess.org/43ostz0Z/black#62,
03TxG,6k1/8/3B1pp1/3P4/2Pp2pP/p2K4/r2N1P2/8 w - - 0 41,c4c5 a2d2 d3d2 a3a2 c5c6 a2a1q,879,77,100,346,endgame,https://lichess.org/8gukwIS8#81,
03U5L,r1b1k2N/pppp2pp/2n5/3Qp3/2B5/8/PPP4P/RNB1q1Kn w q - 2 12,c4f1 e1f2 g1h1 f2f1,997,76,100,388,deflection kingsideAttack mate,https://lichess.org/tOC3tDyq#23,Italian_Game Italian_Game_Two_Knights_Defense
03VTq,Q7/2R4p/p5pk/4P3/5rq1/4B3/1P5P/6K1 w - - 10 37,a8g2 g4d1 g2f1 d1f1,919,78,100,289,endgame mate,https://lichess.org/sRQHvk9S#73,
03WUg,2kr3r/pppB1pb1/4p2p/4n1p1/2QP4/6Bq/PPP2P1P/2KR2R1 b - - 0 16,e5d7 c4c7,752,80,100,61,mate,https://lichess.org/qn4AA4YD/black#32,French_Defense French_Defense_Perseus_Gambit
03Ws6,8/2k1N3/8/2Pp1p1p/3P1P1P/8/1pK5/2b5 b - - 1 56,c1e3 e7d5 c7c6 d5e3 b2b1q c2b1,851,77,100,205,endgame fork,https://lichess.org/6afMgPlg/black#112,
03YnY,8/2R5/8/7P/3K4/pr4P1/1k3P2/8 w - - 0 42,h5h6 a3a2 c7a7 b3a3 a7a3 b2a3,1485,75,100,592,endgame,https://lichess.org/Hip4qe0X#83,
03YqX,5r2/kp2R1pp/p7/4P3/2R2n2/8/6PP/6K1 w - - 4 34,c4c7 f4e2 g1h1 f8f1,1018,181,100,18,endgame mate,https://lichess.org/Mfibmnyc#67,
03ZOq,4r1k1/1p3p1p/p2p4/2pB1Q2/3b4/P2P4/1PP3PP/R3q2K w - - 3 22,a1e1 e8e1 f5f1 e1f1,809,111,100,16,endgame mate,https://lichess.org/YnlVnBBa#43,
03bJr,rn2R1k1/1q4r1/3p1nQ1/p5N1/1ppP4/2P3P1/PP5P/R5K1 b - - 1 26,f6e8 g6e8,1123,76,100,278,kingsideAttack mate,https://lichess.org/J4B2FXFO/black#52,
03bvO,rn1qk2r/ppp2ppp/8/3p1b2/1b1Pn3/2N2NP1/PPQ1PPBP/R1B1K2R b KQkq - 4 8,e4g3 c2a4 f5d7 a4b4,1327,75,100,180,fork,https://lichess.org/VGpqMHE6/black#16,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights_Variation
03hGC,5r1k/pp1b2pB/2n1p3/1q1pP1N1/3P2Q1/2P5/P6P/R1B4K w - - 1 20,g4h3 f8f1 h1g2 b5e2,961,76,100,646,kingsideAttack,https://lichess.org/kNX8VZqz#39,
03ion,8/8/1Bkb2pp/P1p1pp2/8/2PPK2P/6P1/8 b - - 2 32,d6c7 b6c7 c6c7 d3d4 e5d4 c3d4,1597,76,100,170,endgame,https://lichess.org/3SF2uP2J/black#64,
03jEM,5r2/q4p2/3Rp1pk/4Q1Np/3P4/4P3/1P1B1PPP/6K1 w - - 4 23,g5e6 a7a1 d2c1 a1c1,469,84,100,168,endgame mate,https://lichess.org/HBkadHwo#45,
03k1D,2r2rk1/pb1nqppp/1p2p3/3n4/3P4/P1N5/1PQ1NPPP/1BR2RK1 b - - 1 16,e7g5 c2h7,447,84,100,341,kingsideAttack mate,https://lichess.org/hoYAvQQS/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
03k2m,4k2r/1p3pp1/p3p1p1/3p4/Pb1P2P1/1P3N1P/5PK1/2R5 b k - 0 27,e8d7 f3e5 d7e7 c1c7,1043,153,100,9,endgame,https://lichess.org/ZLjB3yYh/black#54,
03kn3,8/1ppk3R/p1p1p3/4P3/1QPPq3/KP3r2/6r1/8 b - - 7 55,d7e8 b4e7,935,76,100,293,endgame mate,https://lichess.org/Ik9MSQxq/black#110,
03lLT,2r3k1/5ppp/p4b2/3Rp3/P3P3/1r3N2/5PPP/1R4K1 w - - 0 25,b1b3 c8c1 d5d1 c1d1 f3e1 d1e1,801,98,100,64,endgame mate,https://lichess.org/ajxPwCQX#49,
03lri,r4rk1/ppb2p1p/2nqppb1/3p4/5PPN/1B1P3P/PPP1N3/R2Q1RK1 w - - 0 16,f4f5 d6h2,1153,74,100,284,mate,https://lichess.org/BbJCE6Gy#31,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
03oA5,r3kb1r/pp1b1ppp/n3pn2/1N6/2P2B2/4PN2/PP1K1PPP/R4B1R w kq - 0 16,b5d6 f8d6 f4d6 f6e4 d2e1 e4d6,1059,76,100,214,fork,https://lichess.org/MEZBxnHJ#31,Queens_Gambit_Declined Queens_Gambit_Declined_Austrian_Defense
03oRb,8/P1R3p1/r5kp/2pp4/5n2/2P2P2/5P1P/4R1K1 w - - 1 37,e1e7 a6a1 e7e1 a1e1,1224,83,100,62,endgame mate,https://lichess.org/ngHwWsPL#73,
03odo,r2q1rk1/1p2nppp/p7/3pPP1b/2nN4/P1PBB3/2P3QP/R3K1R1 b Q - 4 18,c4e3 g2g7,1176,83,100,82,kingsideAttack mate,https://lichess.org/55QjAjVX/black#36,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
03ooN,r1b4k/p7/1qpQpr1p/1p2n3/2p1B2P/P1N2P2/1P6/2KR4 b - - 3 26,e5f7 d6f8,766,75,100,452,mate,https://lichess.org/NaWAAqTF/black#52,
